marke,name,typ,liege_l_cm,liege_b_cm,packhoehe_cm,gewicht_kg,quelle,quelle_typ
Ocean-Cross,Ocean Cross Outback ABS,hartschale,205,120,32,70.0,https://ocean-cross.de/produkt/autodachzelt-outback-abs/,high
Ocean-Cross,Ocean Cross Sonara 145,hartschale,205,139,19,75.0,https://ocean-cross.de/produkt/sonora-145-aluminium-dachzelt/,high
Ocean-Cross,Ocean Cross Sonora 130,hartschale,205,125,18,65.0,https://ocean-cross.de/produkt/sonora-130-aluminium-autodachzelt/,high
Ocean-Cross,Ocean-Cross Gobi 140,softshell,240,140,40,58.0,https://ocean-cross.de/produkt/autodachzelt-gobi-140/,high
Ocean-Cross,Ocean-Cross Gobi 160,softshell,240,160,40,63.0,https://ocean-cross.de/produkt/autodachzelt-gobi-160/,high
Ocean-Cross,Ocean-Cross Gobi Family 180,softshell,240,180,40,76.0,https://ocean-cross.de/produkt/dachzelte-gobi-180/,high
Ocean-Cross,Ocean-Cross Gobi Family 220,softshell,240,220,40,91.0,https://ocean-cross.de/produkt/dachzelte-gobi-220/,high
Ocean-Cross,Ocean-Cross Sahara,softshell,240,140,40,53.0,https://ocean-cross.de/produkt/dachzelt-sahara/,high
Ocean-Cross,Ocean-Cross Sahara Slimeline,softshell,200,140,25,60.0,https://ocean-cross.de/produkt/autodachzelt-sahara-slimline/,high
Offland,Offland Tama XL,hartschale,200,132,20,84.0,https://www.rodin-adventures.com/product-page/offlander-tahats-xl-aluminium-dreieck-dachzelt,dealer
Offland,Offland Tomahawk,hartschale,200,132,20,84.0,https://offlander.pl/product/offlander-namiot-dachowy-triangle-tomahak-xl/,high
Offroad Manni,Offroad Manni Alu Hartschalendachzelt 135,hartschale,200,135,16,67.0,https://www.offroadmanni.eu/dachzelt/dachzelt-alu-hartschale-135,high
Offroad Manni,Offroad Manni Dachzelt 140,softshell,240,140,29,51.0,https://www.offroadmanni.eu/dachzelt/klappdachzelt-140,high
Offroad Manni,Offroad Manni Dachzelt 180,softshell,240,180,29,63.0,https://www.offroadmanni.eu/dachzelt/klappdachzelt-180,high
Offroad Manni,Offroad Manni Dachzelt Hartschale 125,hartschale,200,125,16,64.0,https://www.offroadmanni.eu/Dachzelt-Hartschale-125-jetzt-zum-Sonderpreis-bestellen,high
OLC,OLC 130 Ultra Light,softshell,206,122,12,35.0,https://www.olc-adventure.de/shop/product/olc130-ultra-light/,high
OLC,OLC 145 Ultra Light,softshell,206,138,12,38.0,https://www.olc-adventure.de/shop/product/olc130-ultra-light/,series
OLC,OLC Adventure 180Alu Hybrid,hybrid,205,170,25,78.0,https://www.olc-adventure.de/shop/product/olc180alu-hybrid/,high
OLC,OLC Adventure OLC150Alu Hybrid,hybrid,205,140,28,79.0,https://www.olc-adventure.de/shop/product/olc150alu-hybrid/,high
OLC,OLC140ALU 2.0 (2025),hartschale,210,136,19,69.0,https://olc-adventure.de/dachzelte/olc140alu-1,high
Oryx,Oryx Solutions Classic 140,softshell,220,135,28,50.0,https://www.oryxsolutions.de/dachzelte-markisen/dachzelte/1844/dachzelt-oryx-classic-grau-240x140x130cm,series
Oryx,Oryx Solutions Elephant,hartschale,205,132,17,66.0,https://www.oryxsolutions.de/dachzelte-markisen/dachzelte/2862/oryx-aluminium-hartschalen-dachzelt-elephant,high
Oryx,Oryx Solutions Family,softshell,220,180,29,62.0,https://www.oryxsolutions.de/dachzelte-markisen/dachzelte/,series
Oryx,Oryx Solutions Overland,softshell,220,135,28,58.0,https://www.oryxsolutions.de/dachzelte-markisen/dachzelte/,series
Outback Home,Outback Home Flatland Gen2 Dachzelt Hartschale 136,hartschale,206,136,15,91.0,https://outback-home.com/Dachzelte/,series
Outback Home,Outback Home Freedom 140,softshell,230,130,30,55.0,https://outback-home.com/Dachzelte/,series
Outback Home,Outback Home Freedom 180,softshell,230,170,30,70.0,https://outback-home.com/Dachzelte/,series
OutdoorU,OutdoorU Compact,softshell,210,130,22,42.0,https://outdooru.de/products/compact-1,high
OutdoorU,OutdoorU Expedition 190,softshell,238,186,26,70.0,https://outdooru.de/products/expedition,series
OutdoorU,OutdoorU Expedition-140,softshell,238,136,26,53.0,https://outdooru.de/products/expedition,series
OutdoorU,OutdoorU Expedition-160,softshell,238,156,26,61.0,https://outdooru.de/products/expedition,series
OutdoorU,OutdoorU Family 140 inkl. Vorzelt,softshell,238,136,28,63.0,https://outdooru.de/products/family-plus,series
OutdoorU,OutdoorU Family 160 inkl. Vorzelt,softshell,238,156,28,68.0,https://outdooru.de/products/family-plus,series
OutdoorU,OutdoorU Family 190 inkl. Vorzelt,softshell,238,185,28,75.0,https://outdooru.de/products/family-plus,series
OutdoorU,OutdoorU Family Plus 140,softshell,238,136,28,63.0,https://outdooru.de/products/family-plus,series
OutdoorU,OutdoorU Family Plus 160 inkl. Vorzelt + Mesh,softshell,238,156,28,66.0,https://outdooru.de/products/family-plus-flex-25,high
OutdoorU,OutdoorU Family Plus 190,softshell,238,186,28,75.0,https://outdooru.de/products/family-plus,series
OutdoorU,OutdoorU Relax,hartschale,210,140,18,69.0,https://outdooru.de/products/relax,high
OutdoorU,OutdoorU Sky,softshell,203,138,23,57.0,https://outdooru.de/products/sky-dachzelt,high
Overland Experience,Overland Experience One,hartschale,210,142,18,70.0,https://overlandingshop.de/products/dachzelt-overland-experience-one,high
Owen,Owen AluMaster,hartschale,200,120,20,85.0,https://www.hello-owen.de/owenr-alumaster-hardtop-dachzelt-olive-black.html,series
Owen,Owen Four Plus,softshell,240,193,30,83.0,https://www.hello-owen.de/owen-3-5-dachzelt-schwarz.html,high
Owen,Owen Two,softshell,240,143,28,56.0,https://www.hello-owen.de/owen-two-dachzelt.html,high
Owen,Owen Two Plus,softshell,240,143,25,57.0,https://www.hello-owen.de/owen-two-plus-dachzelt.html,high
Oztent,Oztent Apex RT-C-1400 Hartschalendachzelt,hartschale,210,140,21,97.0,https://www.oztent.com.au/products/apex-rt-c-1400-roof-top-tent,high
Oztent,Oztent Apex RT-P-1600 Hartschalendachzelt,hartschale,210,150,27,108.0,https://www.oztent.com.au/products/apex-rt-p-1600-roof-top-tent,high
Play.Do!,Play.Do! Osprey,softshell,200,150,42,36.0,https://www.playdotent.com/products/inflatable-rooftop-tents-osprey,high
Play.Do!,Play.Do! Shell Castle,softshell,200,135,32,30.0,https://www.playdotent.de/Play.Do-Dachzelt-Shell-Castle-aufblasbares-Dachzelt/PD0002,high
Play.Do!,Play.Do! Shell Fish Island,softshell,200,150,45,36.0,https://www.playdotent.de/Play.Do-Dachzelt-Fish-Island-aufblasbares-Dachzelt/PD0003,high
Play.Do!,Play.Do! Shell Skiff,softshell,200,135,32,30.0,https://www.playdotent.de/Produkte/aufblasbare-Dachzelte/Shell-Serie/,series
Play.Do!,Play.Do! Shell Wing,softshell,200,135,32,28.0,https://www.playdotent.de/Play.Do-Dachzelt-Shell-Wing-aufblasbares-Dachzelt/PD0001,high
Play.Do!,Play.Do! Starry Sky,softshell,200,150,38,36.0,https://www.playdotent.de/Play.Do-Dachzelt-Starry-Sky-aufblasbares-Dachzelt/PD0004,high
Play.Do!,Play.Do! Starry Sky 2,softshell,200,150,45,36.0,https://www.playdotent.de/Play.Do-Dachzelt-Starry-Sky-2-aufblasbares-Dachzelt/PD0005,high
Prime Tech,Prime Tech Delta,hartschale,210,135,24,49.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Delta,high
Prime Tech,Prime Tech Delta PRO,hartschale,205,135,24,51.0,https://prime-tech.de/Autodachzelte/Hartschalen/Pro-Line/Delta-Pro-inkl.-3D-Mesh,high
Prime Tech,Prime Tech Extended L,softshell,240,135,28,51.0,https://prime-tech.de/Autodachzelte/Softshell/Extended-L-und-XL,series
Prime Tech,Prime Tech Extended L Pro,softshell,240,135,28,51.0,https://prime-tech.de/Autodachzelte/Softshell/Extended-Pro-L-und-XL-inkl.-3D-Mesh,series
Prime Tech,Prime Tech Extended XL,softshell,240,175,28,65.0,https://prime-tech.de/Autodachzelte/Softshell/Extended-L-und-XL,series
Prime Tech,Prime Tech Extended XL Pro,softshell,240,175,28,66.0,https://prime-tech.de/Autodachzelte/Softshell/Extended-Pro-L-und-XL-inkl.-3D-Mesh,series
Prime Tech,Prime Tech Gamma L,hartschale,190,120,16,58.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Gamma-L,high
Prime Tech,Prime Tech Gamma XL,hartschale,210,140,16,62.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Gamma-XL,high
Prime Tech,Prime Tech Nevada,hartschale,210,135,24,56.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Nevada,high
Prime Tech,Prime Tech Nevada Pro,hartschale,210,135,24,47.0,https://prime-tech.de/Autodachzelte/Hartschalen/Pro-Line/Nevada-Pro-inkl.-3D-Mesh,high
Prime Tech,Prime Tech Utah 125,hartschale,190,120,22,64.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Utah,series
Prime Tech,Prime Tech Utah 148,hartschale,208,138,22,64.0,https://prime-tech.de/Autodachzelte/Hartschalen/Base-Line/Utah,series
Prime Tech,Prime Tech Wasteland L,softshell,220,135,28,50.0,https://prime-tech.de/Autodachzelte/Softshell/Wasteland-L-und-XL,series
Prime Tech,Prime Tech Wasteland L Pro,softshell,240,135,28,50.0,https://prime-tech.de/Autodachzelte/Softshell/Wasteland-Pro-L-und-XL-inkl.-3D-Mesh,series
Prime Tech,Prime Tech Wasteland XL,softshell,220,175,28,65.0,https://prime-tech.de/Autodachzelte/Softshell/Wasteland-L-und-XL,series
Prime Tech,Prime Tech Wasteland XL Pro,softshell,240,175,28,65.0,https://prime-tech.de/Autodachzelte/Softshell/Wasteland-Pro-L-und-XL-inkl.-3D-Mesh,series
punii,punii Moenga L,softshell,240,190,28,75.0,https://punii.de/products/moenga-l,high
punii,punii Moenga M,softshell,240,160,28,69.0,https://punii.de/products/moenga-m-3-personen-dachzelt,high
punii,punii Moenga S,softshell,240,140,28,63.0,https://punii.de/products/moenga-s-2-personen-dachzelt,high
punii,punii Moenga XL,softshell,240,220,28,93.0,https://punii.de/products/moenga-xl,high
punii,punii koru S,softshell,240,140,28,57.0,https://punii.de/products/koru-s,high
punii,punii toa-S,hartschale,206,135,30,75.0,https://punii.de/products/toa-s,high
qeedo,qeedo Freedom AIR – 2,softshell,210,140,38,57.0,https://www.qeedo.de/products/freedom-air,high
qeedo,qeedo Freedom Compact 1+,softshell,210,110,33,45.0,https://www.qeedo.de/dachzelt/p/freedom-compact,high
qeedo,qeedo Freedom Compact 2,softshell,230,140,33,45.0,https://www.qeedo.de/products/freedom-compact-2,high
qeedo,qeedo Freedom Compact – 3,softshell,230,160,33,48.0,https://www.qeedo.de/products/freedom-compact-3,high
qeedo,qeedo Freedom Family 4,softshell,250,200,39,77.0,https://www.qeedo.de/products/freedom-family,high
qeedo,qeedo Freedom Hybrid 2,hartschale,210,125,29,60.0,https://www.qeedo.de/products/freedom-hybrid-2,high
qeedo,qeedo Freedom Hybrid 2+,hartschale,210,150,29,67.0,https://www.qeedo.de/products/freedom-hybrid-2-plus,high
qeedo,qeedo Freedom Hybrid 3+,hartschale,210,180,29,71.0,https://www.qeedo.de/products/freedom-hybrid-3,high
qeedo,qeedo Freedom Slim 2,hartschale,210,140,18,68.0,https://www.qeedo.de/products/freedom-slim-2,high
Quick Pitch,Quick Pitch Aero,hartschale,205,112,17,57.0,https://www.rodin-adventures.com/product-page/quick-pitch-aero-leichtgewichtiges-superdichtes-alu-dachzelt,dealer
Reimo,Reimo Bendigo Air,softshell,220,140,43,51.0,https://www.reimo.com/us/camping-accessories/awnings-for-caravans-motorhomes-campervans/car-roof-tent-roof-rack-tent-roof-box-tent-car-top-tent/73756/bendigo-air-air-roof-tent,high
Reimo,Reimo Victoria 2,softshell,200,115,25,50.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/75498/dachzelt-victoria-2.0,high
Reimo,Reimo Wallaby 2,softshell,230,135,30,51.0,https://www.reimo.com/us/camping-accessories/awnings-for-caravans-motorhomes-campervans/car-roof-tent-roof-rack-tent-roof-box-tent-car-top-tent/67709/roof-tent-wallaby-2,high
Rhino Rack,Rhino Rack Hybriddachzelt Dachzelt,hybrid,210,130,38,63.0,https://www.rhinorack.com/en-us/products/roof-trays/roof-top-tents/roof-top-tents/hardshell-roof-top-tent_61002,high
Rhino Rack,Rhino Rack Soft Shell,softshell,205,130,21,45.0,https://www.rhinorack.com/en-us/products/roof-trays/roof-top-tents/roof-top-tents/soft-shell-roof-top-tent_61026,high
Rodin,Rodin Adventure/ Prime Tech Rodin Basic (Idun),hartschale,250,200,30,75.0,https://primetech-dachzelte.de/dachzelte/hartschalen-dachzelte/13550/autodachzelt-rodin-basic-silber,series
Rodin,Rodin Adventure/ Prime Tech Rodin Pro (Idun),hartschale,250,200,30,77.0,https://www.rodin-adventures.com/product-page/Idun-Alu-Familien-Zelt,high
Rodin,Rodin Adventures ALF 150,hybrid,208,148,31,71.0,https://www.rodin-adventures.com/product-page/rodin-adventures-alf2025-hybrid-hartschale-mit-alu-deckel,series
Rodin,Rodin Adventures ALF 190,hybrid,218,188,32,87.0,https://www.rodin-adventures.com/product-page/rodin-adventures-alf2025-hybrid-hartschale-mit-alu-deckel,series
Rodin,Rodin Adventures Lift S (150),hybrid,195,142,35,71.0,https://www.rodin-adventures.com/product-page/rodin-adventures-lift-hybrid-hartschalendachzelt,series
Rodin,Rodin Adventures Lift XL (200),hybrid,210,180,36,87.0,https://www.rodin-adventures.com/product-page/rodin-adventures-lift-hybrid-hartschalendachzelt,series
ROOF SPACE,ROOF SPACE 2,hartschale,250,150,24,67.0,https://roofspace.de/products/roof-space-2,high
ROOF SPACE,ROOF SPACE 4,hartschale,250,215,24,89.0,https://roofspace.de/products/roof-space-4,high
Sheepie,Sheepie Bookara 2.0 Large,hartschale,200,140,18,65.0,https://sheepie.com/products/sheepie-bookara/,series
Sheepie,Sheepie Bookara 2.0 Medium,hartschale,200,120,18,55.0,https://sheepie.com/products/sheepie-bookara/,series
Sheepie,Sheepie Jimba Jimba 2.0 Medium,softshell,200,120,26,39.0,https://sheepie.com/products/sheepie-jimba-jimba/,series
Sheepie,Sheepie Jimba Jimba 3.0 Large,softshell,200,140,26,41.0,https://sheepie.com/products/sheepie-jimba-jimba/,series
Sheepie,Sheepie Yuna 140 2.0,softshell,245,140,38,58.0,https://sheepie.com/products/sheepie-yuna/,series
Sheepie,Sheepie Yuna 160 2.0,softshell,245,160,38,63.0,https://sheepie.com/products/sheepie-yuna/,series
Sheepie,Sheepie Yuna Family 2.0,softshell,245,200,38,77.0,https://sheepie.com/products/sheepie-yuna/,series
Sheepie,Sheepie Yuna Mini,softshell,210,110,37,50.0,https://www.obelink.de/sheepie-yuna-mini-dachzelt.html,dealer
Skandika,Skandika Freeland 3,softshell,240,160,29,66.0,https://skandika.com/produkt/dachzelt-freeland-l/,high
Skandika,Skandika Freeland 4,softshell,240,190,29,75.0,https://skandika.com/produkt/dachzelt-freeland-xl/,high
Skandika,Skandika Wildland 2,hartschale,200,120,28,73.0,https://skandika.com/en/outdoor/roof-tent-wildland-2-green-black,high
Smittybilt,Smittybilt Overlander,softshell,233,140,28,53.0,https://www.smittybilt.com/shop/overland-lifestyle/tents-awnings/gen2-overlander-standard-tent-gray-2583/,high
Smittybilt,Smittybilt Overlander XL,softshell,235,190,28,67.0,https://www.smittybilt.com/shop/overland-lifestyle/tents-awnings/gen2-overlander-xl-tent-gray-2683/,high
SNUGCAMP,SNUGCAMP 190 Family,softshell,240,190,30,75.0,https://dachcamper.de/dachzelt-sc-190-family.html,high
Stig Jutland,Stig Jutland Fold 140,softshell,240,140,38,65.0,https://www.stigjutland.com/shop/dachzelt-fold-140-arctic-grey/,high
Stig Jutland,Stig Jutland Fold 160,softshell,240,160,38,69.0,https://www.stigjutland.com/shop/dachzelt-fold-160-arctic-grey/,high
Tagle Outdoor,Tagle Outdoor Hossegor,hartschale,220,130,36,84.0,https://www.tagleoutdoor.com/tiendas-de-techo/hossegor,high
Tagle Outdoor,Tagle Outdoor Somo Lite,softshell,215,125,32,59.0,https://www.tagleoutdoor.com/tiendas-de-techo/somo-lite,high
TEDS,TEDS TEDPop,hartschale,220,215,36,89.0,https://shop.campwerk.de/tedpop-2fach-aufklappbares-hybrid-dachzelt_1,dealer
Tentbox,Tentbox Cargo 2.0,hartschale,210,120,19,72.0,https://tentbox.com/products/tentbox-cargo,high
Tentbox,Tentbox Classic 2.0,hartschale,210,120,35,67.0,https://tentbox.com/products/tentbox-classic,high
Tentbox,Tentbox Go,softshell,220,114,45,33.0,https://tentbox.com/products/tentbox-go,high
Tentbox,Tentbox Lite 2.0 2025,softshell,220,130,25,50.0,https://tentbox.com/products/tentbox-lite-2025,high
Tentbox,Tentbox Lite 2026,softshell,220,130,25,50.0,https://tentbox.com/products/tentbox-lite,high
Tentbox,Tentbox Lite XL 2025,softshell,240,180,25,62.0,https://tentbox.com/products/tentbox-lite-xl-2025,high
Tentbox,Tentbox Lite XL 2026,softshell,240,180,25,62.0,https://tentbox.com/products/tentbox-lite-xl,high
Tentco,Tentco Dachzelt 120,softshell,240,120,30,62.0,https://www.tour-tec.de/dachzelte-markisen/tentco/tentco-dachzelt-120-m.php,dealer
Tentco,Tentco Dachzelt 140,softshell,240,140,30,64.0,https://www.tour-tec.de/dachzelte-markisen/tentco/tentco-dachzelt-140-m.php,dealer
Tentco,Tentco Dachzelt 160,softshell,240,160,30,65.0,https://www.tour-tec.de/dachzelte-markisen/tentco/tentco-dachzelt-160-m.php,dealer
Tentco,Tentco Dachzelt Protent 140,softshell,240,135,30,63.0,https://www.tour-tec.de/dachzelte-markisen/tentco/tentco---dachzelt-140-m-protent.php,dealer
Tentco,Tentco Familiendachzelt,softshell,240,200,43,86.0,https://www.tour-tec.de/dachzelte-markisen/tentco/tentco---2m-familiendachzelt.php,dealer
Tenturi,Tenturi Light,softshell,210,120,35,42.0,https://tenturi.com/products/tenturilight,high
The Bush Company,The Bush Company Alpha AX27,hartschale,210,130,28,88.0,https://thebushcompany.com.au/en-us/products/ax27-clamshell-rooftop-tent,high
The Bush Company,The Bush Company Alu DX27,hartschale,215,130,28,94.0,https://thebushcompany.com.au/en-us/products/dx27-clamshell-rooftop-tent,high
The Bush Company,The Bush Company LX27 Light,hartschale,205,138,17,73.0,https://thebushcompany.com.au/en-us/products/lx27-gen-2-lightweight-rooftop-tent,high
The Bush Company,The Bush Company TX27,hartschale,213,128,35,123.0,https://thebushcompany.com.au/en-us/products/tx27-hardshell-rooftop-tent,high
Thule,Thule Approach 2 L,softshell,240,170,28,68.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-approach-2-l-_-901041,high
Thule,Thule Approach 2 M,softshell,240,130,28,58.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-approach-2-m-_-901040,high
Thule,Thule Approach L,softshell,240,170,28,68.0,https://www.thule.com/en-us/rooftop-tents-and-accessories/rooftop-tents/thule-approach-l-_-901016,high
Thule,Thule Approach M,softshell,240,130,28,58.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-approach-m-_-901014,high
Thule,Thule Approach S,softshell,209,110,28,50.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-approach-_-901031,high
Thule,Thule Tepui Autana 4,softshell,244,183,30,69.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-tepui-explorer-autana-4-_-901043,high
Thule,Thule Tepui Foothill 2,softshell,213,119,24,56.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-foothill-2-_-901042,high
Thule,Thule Tepui Kukenam 3,softshell,244,142,30,54.0,https://www.thule.com/de-de/rooftop-tents-and-accessories/rooftop-tents/thule-tepui-explorer-kukenam-_-901044,high
TJM,TJM Yulara,softshell,240,120,28,64.0,https://www.tjm.com.au/yulara-roof-top-tent-620rctrt02,high
TopCamp,TopCamp Dreieck Medium,hartschale,205,140,30,57.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/37740/topcamp-dachzelt-fuer-pkw-bus-und-van,series
TopCamp,TopCamp Dreieck Small,hartschale,205,125,30,52.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/37740/topcamp-dachzelt-fuer-pkw-bus-und-van,series
TopCamp,TopCamp Dreieck medium XL,hartschale,220,140,30,57.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/37740/topcamp-dachzelt-fuer-pkw-bus-und-van,series
TopCamp,TopCamp Dreieck small XL,hartschale,220,125,30,52.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/37740/topcamp-dachzelt-fuer-pkw-bus-und-van,series
TopCamp,TopCamp Viereck Large,hartschale,205,160,30,77.0,https://www.reimo.com/camping-shop/vorzelt-sonnensegel/autodachzelt/37740/topcamp-dachzelt-fuer-pkw-bus-und-van,series
Treeline,Treeline Ponderosa,softshell,241,180,38,77.0,https://treelineoutdoors.com/shop/ponderosa-3-4-person/,high
Treeline,Treeline Tamarack,softshell,241,140,38,65.0,https://treelineoutdoors.com/shop/tamarack-2-3-person/,high
TREKKER,TREKKER Cabin L,softshell,235,135,20,53.0,https://nordicprostore.com/products/trekker-rooftop-tent-cabin-l-black,series
TREKKER,TREKKER Camper M,softshell,235,135,20,48.0,https://nordicprostore.com/products/trekker-rooftop-tent-camper-m-grey,series
TREKKER,TREKKER Hut M,hartschale,205,125,28,68.0,https://nordicprostore.com/products/trekker-rooftop-tent-hut-m-black,series
TREKKER,Trekker Dachzelt Hut M,hartschale,205,125,28,68.0,https://nordicprostore.com/products/trekker-rooftop-tent-hut-m-black,dealer
TREKKER,Trekker Dachzelt Voyager M,hartschale,205,132,24,65.0,https://nordicprostore.com/products/trekker-rooftop-tent-voyager-m-black,dealer
Treqous,Treqous Aurora Plus,hartschale,200,133,16,70.0,https://shop.treqous.com/produkt/dachzelt-aurora-plus/,high
Treqous,Treqous Borealis,hartschale,203,124,32,65.0,https://shop.treqous.com/produkt/dachzelt-borealis/,high
Treqous,Treqous Ceres,hartschale,203,140,30,65.0,https://shop.treqous.com/produkt/dachzelt-ceres/,high
Treqous,Treqous Mizar,softshell,240,140,30,60.0,https://shop.treqous.com/produkt/dachzelt-mizar/,high
Treqous,Treqous Mizar Plus,softshell,240,162,40,60.0,https://shop.treqous.com/produkt/dachzelt-mizar-plus/,high
Treqous,Treqous Polaris,softshell,240,140,30,50.0,https://shop.treqous.com/produkt/dachzelt-polaris/,high
Tuff-Trek,TUFF-TREK UltraLight2,softshell,220,135,23,47.0,https://tuff-trek.com/products/tuff-trek-%C2%AE-ultralite2-soft-top-tent-1-3m,high
Tuff-Trek,Tuff-Trek Kalahari-X,hartschale,215,135,18,78.0,https://tuff-trek.com/products/tuff-trek-kalahari-x-roof-tent,high
Tuff-Trek,Tuff-Trek Overland Series MK3 Aluminium Hard Top,hartschale,220,140,19,84.0,https://tuff-trek.com/products/tufftrek-overland-mk3-rooftent,high
Tuff-Trek,Tuff-Trek Sahara-X,hybrid,218,152,30,83.0,https://tuff-trek.com/products/tuff-trek-sahara-roof-tent,high
Tuff-Trek,Tuff-Trek TT-02 140 Pro Ruggedized,softshell,240,140,30,69.0,https://tuff-trek.com/products/tuff-trek-%C2%AE-pro-ruggedised-1-4m-soft-top-tent-optional-annex-room,high
Tuff-Trek,Tuff-Trek TT-02 160 Pro Ruggedized,softshell,240,160,30,76.0,https://tuff-trek.com/products/tuff-trek-%C2%AE-pro-ruggedised-1-6m-soft-top-tent-optional-annex-room,high
Tuff-Trek,Tuff-Trek TT-02 180 Pro Ruggedized,softshell,240,180,30,78.0,https://tuff-trek.com/products/tuff-trek-%C2%AE-pro-ruggedised-1-8m-xl-soft-top-tent-optional-annex-room,high
Tuff-Trek,Tuff-Trek TT-02 Pro Ruggedized 220,softshell,240,220,30,78.0,https://tuff-trek.com/products/tuff-trek-%C2%AE-pro-ruggedised-xxl-2-2m-soft-top-tent-lower-annex,high
URZELT,URZELT Kleine Freiheit 160,softshell,240,163,30,64.0,https://shop.urzelt.com/urzelt-dachzelt-kleine-freiheit-160cm/ur-kf160,high
Vevor,Vevor Dreieckiger Typ LY-SJ6211,hartschale,215,125,20,70.0,https://www.vevor.de/bettzelte-c_13391/vevor-dachzelt-hartschale-2-3-personen-wasserdicht-jeep-suv-truck-leiter-272kg-p_010655606779,high
Vevor,Vevor Hartschalen Dachezlt SY09,hartschale,200,120,18,50.0,https://www.vevor.de/dachzelt-c_45137/vevor-autodachzelt-hartschalen-fuer-2-3-personen-campingzelt-aus-aluminium-mit-dreifarbiger-led-beleuchtung-2-fenstern-wasserfest-windicht-fuer-jeep-suv-pickup-212-x-132-x-95-cm-aufgeklappt--p_010908742271,high
Vevor,Vevor Hartschalen Dachzelt 250 x 225 x 144 SY07,hartschale,200,120,18,63.0,https://www.vevor.de/dachzelt-c_45137/vevor-autodachzelt-hartschalen-fuer-2-3-personen-autozelt-aus-aluminium-mit-dreifarbiger-led-beleuchtung-dicker-matratze-wassefest-windicht-fuer-jeep-suv-pickup-250-x-225-x-144-cm-aufgeklappt--p_010128679154,high
Vevor,Vevor Hartschalen Dachzelt 256 x 222 x 152 SY19,hartschale,200,120,18,69.0,https://www.vevor.de/dachzelt-c_45137/vevor-autodachzelt-hartschalen-fuer-2-3-personen-campingzelt-aus-aluminium-mit-dreifarbiger-led-beleuchtung-1-fenster-wasserfest-windicht-fuer-jeep-suv-pickup-256-x-222-x-152-cm-aufgeklappt--p_010798454537,high
Vevor,Vevor Hartschalen Dachzelt SY18,hartschale,200,120,18,66.0,https://www.vevor.de/dachzelt-c_45137/vevor-autodachzelt-hartschalen-fuer-2-3-personen-campingzelt-aus-aluminium-mit-dreifarbiger-led-beleuchtung-fenster-wasserfest-windicht-fuer-jeep-suv-pickup-2535-x-1320-x-1520-mm-aufgeklappt--p_010903045093,high
Vevor,Vevor Hartschalen Dachzelt SY20,hartschale,250,140,26,50.0,https://www.vevor.de/dachzelt-c_45137/vevor-autodachzelt-hartschalen-fuer-2-3-personen-faltbares-campingzelt-aus-aluminium-mit-dreifarbiger-led-beleuchtung-dicker-matratze-10-fenstern-wasserfest-windicht-fuer-jeep-suv-pickup-p_010594843233,high
Vevor,Vevor Integrierter Typ LY-YS6161,hartschale,215,125,29,66.0,https://www.vevor.de/bettzelte-c_13391/vevor-dachzelt-hartschale-2-3-personen-wasserdicht-fuer-jeep-suv-truck-leiter-p_010204663439,high
Vevor,Vevor Klappdachzelt gross LY-RD0619,softshell,250,170,26,67.0,https://www.vevor.de/bettzelte-c_13391/vevor-dachzelt-hartschale-2-3-personen-wasserdicht-jeep-suv-truck-wasserdicht-p_010426222119,high
Vevor,Vevor Klappdachzelt klein LY-RD0614,softshell,250,140,26,55.0,https://www.vevor.de/bettzelte-c_13391/vevor-dachzelt-hartschale-2-3-personen-wasserdicht-fuer-jeep-suv-truck-klappbar-p_010731057818,high
VICKYWOOD,VICKYWOOD BAOBAB AIR 135,softshell,220,130,25,42.0,https://shop.vickywood.com/Aufblasbares-Luft-Klappzelt-BAOBAB-AIR-135-grau,high
VICKYWOOD,VICKYWOOD BIG WILLOW 220 ECO Gen. 3,softshell,240,220,36,98.0,https://shop.vickywood.com/Klapp-Dachzelt-BIG-WILLOW-40,series
VICKYWOOD,VICKYWOOD BIG WILLOW Gen 4 180,softshell,240,180,32,76.0,https://shop.vickywood.com/Klapp-Dachzelt-BIG-WILLOW-40,series
