marke,name,typ,liege_l_cm,liege_b_cm,packhoehe_cm,gewicht_kg,quelle,quelle_typ
DoblerAventura,DoblerAventura TerraFlex,hartschale,210,132,20,75.0,https://www.dobleraventura.de/product-page/dachzelt-terraflex,high
Dometic,Dometic TRT 140 AIR,softshell,210,140,33,48.0,https://www.dometic.com/en-us/outdoor/car-camping/rooftop-tents/dometic-trt-140-air-337748,high
Edge Overland,Edge Overland Horizon Mini,hybrid,230,145,25,65.0,https://www.edge-overland.com/horizon-mini-compact-hardshell-rooftop-tent,high
Edge Overland,Edge Overland Horizon One,hybrid,230,205,25,90.0,https://www.edge-overland.com/horizon-one-car-rooftop-tent,high
Eezi-Awn,Eezi-Awn Blade,hartschale,215,130,32,72.0,https://eezi-awn.com/product/blade/,high
Eezi-Awn,Eezi-Awn Blade 40th Edition,hartschale,215,140,32,82.0,https://eezi-awn.com/product/eezi-awn-blade-40th-edition/,high
Eezi-Awn,Eezi-Awn Family 2200,softshell,240,220,28,90.0,https://eezi-awn.com/product/family/,high
Eezi-Awn,Eezi-Awn Galaxy,softshell,197,125,16,45.0,https://eezi-awn.com/product/eezi-awn-galaxy/,high
Eezi-Awn,Eezi-Awn Jazz 1200,softshell,235,120,28,56.0,https://eezi-awn.com/product/jazz/,series
Eezi-Awn,Eezi-Awn Jazz 1400,softshell,235,140,28,61.0,https://eezi-awn.com/product/jazz/,series
Eezi-Awn,Eezi-Awn Jazz 1600,softshell,235,160,28,65.0,https://eezi-awn.com/product/jazz/,series
Eezi-Awn,Eezi-Awn Jazz 1800,softshell,235,180,28,69.0,https://eezi-awn.com/product/jazz/,series
Eezi-Awn,Eezi-Awn Sabre,hybrid,200,130,37,100.0,https://eezi-awn.com/us/product/eezi-awn-sabre/,high
Eezi-Awn,Eezi-Awn Sabre Lite,hybrid,200,130,37,72.0,https://eezi-awn.com/product/eezi-awn-sabre-lite/,high
Eezi-Awn,Eezi-Awn Serie3 1200,softshell,240,120,28,59.0,https://eezi-awn.com/us/product/series-3/,series
Eezi-Awn,Eezi-Awn Serie3 1400,softshell,240,140,28,62.0,https://eezi-awn.com/us/product/series-3/,series
Eezi-Awn,Eezi-Awn Serie3 1600,softshell,240,160,28,68.0,https://eezi-awn.com/us/product/series-3/,series
Eezi-Awn,Eezi-Awn Serie3 1800,softshell,240,180,28,72.0,https://eezi-awn.com/us/product/series-3/,series
Eezi-Awn,Eezi-Awn Series 3 40 Edition 140,softshell,235,140,28,57.0,https://eezi-awn.com/product/eezi-awn-series-3-40th-edition/,series
Eezi-Awn,Eezi-Awn Series 3 40 Edition 160,softshell,235,160,28,62.0,https://eezi-awn.com/product/eezi-awn-series-3-40th-edition/,series
Eezi-Awn,Eezi-Awn Series 3 40 Edition 180,softshell,235,180,28,67.0,https://eezi-awn.com/product/eezi-awn-series-3-40th-edition/,series
Eezi-Awn,Eezi-Awn Stealth,hartschale,213,130,30,90.0,https://eezi-awn.com/de/product/eezi-awn-stealth/,high
Eezi-Awn,Eezi-Awn Sword Family,hybrid,200,190,38,74.0,https://eezi-awn.com/product/eezi-awn-sword-hard-shell-tent/,high
Eezi-Awn,Eezi-Awn Xklusiv 1400,softshell,244,140,28,75.0,https://eezi-awn.com/product/t-top-xklusiv/,series
Eezi-Awn,Eezi-Awn Xklusiv 1600,softshell,244,160,28,85.0,https://eezi-awn.com/product/t-top-xklusiv/,series
Eezi-Awn,Eezi-Awn Xklusiv 1800,softshell,244,180,28,90.0,https://eezi-awn.com/product/t-top-xklusiv/,series
Eezi-Awn,Eezi-Awn Xklusiv 2200,softshell,244,220,28,120.0,https://eezi-awn.com/product/t-top-xklusiv/,series
EuroTrail,EuroTrail Arusha,hybrid,205,150,34,75.0,https://www.zeltespezialist.de/hardtop-dachzelt-arusha/etrt0021.0401,dealer
EuroTrail,Eurotrail Mandara 211 x 130,hartschale,200,120,20,91.0,https://rooftopadventures.eu/products/mandara-2/,series
EuroTrail,Eurotrail Mandara 211 x 145,hartschale,200,135,20,100.0,https://rooftopadventures.eu/products/mandara-2/,series
EuroTrail,Eurotrail Mara 140,softshell,240,135,28,55.0,https://rooftopadventures.eu/products/796/,series
EuroTrail,Eurotrail Mara 160,softshell,240,155,32,61.0,https://rooftopadventures.eu/products/796/,series
EuroTrail,Eurotrail Victoria 140,softshell,240,138,28,49.0,https://rooftopadventures.eu/products/victoria-140-160/,series
EuroTrail,Eurotrail Victoria 160,softshell,240,160,32,56.0,https://rooftopadventures.eu/products/victoria-140-160/,series
EuroTrail,Eurotrail Zambezi,hartschale,205,123,27,62.0,https://rooftopadventures.eu/products/zambezi/,high
FD,FD 4×4 Tourer 140,softshell,240,140,30,58.0,https://www.tembo4x4.com/Tembo4x4-rooftoptent-TBHRT14T-Tourer,high
FD,FD 4×4 Tourer 160,softshell,240,160,30,60.0,https://www.tour-tec.de/dachzelte-markisen/fd-4x4/fd-4x4---dachzelt-160-tourer.php,dealer
FD,FD 4×4 Tourer 190,softshell,240,190,30,64.0,https://www.tour-tec.de/dachzelte-markisen/fd-4x4/fd-4x4---dachzelt-190-tourer.php,dealer
Femkes Rooftoptent,femkesrooftoptent Alu Khosi 150,hybrid,215,145,27,62.0,https://www.femkesrooftoptents.com/daktent/alu-khosi-2-personen,high
Femkes Rooftoptent,femkesrooftoptent Alu-Khosi Family 190,hybrid,210,175,27,82.0,https://www.femkesrooftoptents.com/khosi-family-3-personen-kind-copy,high
Femkes Rooftoptent,femkesrooftoptent JoyCee 140,hartschale,210,137,31,65.0,https://www.femkesrooftoptents.com/daktent/joycee-2-personen,high
Femkes Rooftoptent,femkesrooftoptent Khosi ABS 150,hybrid,215,150,33,55.0,https://www.femkesrooftoptents.com/daktent/khosi-abs-2-personen,high
Femkes Rooftoptent,femkesrooftoptent Khosi Family 190,hybrid,215,180,33,70.0,https://www.femkesrooftoptents.com/daktent/khosi-family-3-personen-en-baby,high
Femkes Rooftoptent,femkesrooftoptent Lifun,hartschale,204,137,31,74.0,https://www.femkesrooftoptents.com/daktent/miles-starling-140,high
Femkes Rooftoptent,femkesrooftoptent Miles Starling 140,hartschale,206,136,31,74.0,https://www.femkesrooftoptents.com/daktent/miles-starling-140,series
Fiamma,Fiamma Moonlight 140,softshell,238,139,27,54.0,https://www.fiamma.it/en/product/moonlight-tent/,series
Fiamma,Fiamma Moonlight 180,softshell,238,179,27,62.0,https://www.fiamma.it/en/product/moonlight-tent/,series
FjällVila,FjällVila EasyStart,softshell,240,140,30,52.0,https://fjallvila.de/product/fjallvila-easystart-softcover-dachzelt-little-grey/,high
FjällVila,FjällVila Upp Resa 130,softshell,224,120,20,57.0,https://fjallvila.de/product/fjallvila-upp-resa-130-dachzelt-wolkentanzer/,high
FjällVila,FjällVila Upp Resa 150,softshell,224,145,30,67.0,https://fjallvila.de/product/fjallvila-uppresa150-softcover-dachzelt-cloud-dancer/,high
FjällVila,FjällVila UppLöv 140L,softshell,240,140,28,58.0,https://fjallvila.de/product/fjallvila-upplov-140l-softcover-dachzelt-little-grey/,series
FjällVila,FjällVila UppLöv 140S,softshell,240,140,28,55.0,https://fjallvila.de/product/fjallvila-upplov-140s-softcover-dachzelt-little-grey/,high
FjällVila,FjällVila UppLöv 160L,softshell,240,160,28,67.0,https://fjallvila.de/product/fjallvila-upplov-160l-softcover-dachzelt-little-grey/,series
FjällVila,FjällVila UppLöv 190L Softcover,softshell,240,190,28,78.0,https://fjallvila.de/product/fjallvila-upplov-190l-softcover-dachzelt-little-grey/,high
FjällVila,FjällVila UppLöv 190Lgrün,softshell,240,190,28,78.0,https://fjallvila.de/product/fjallvila-upplov-190l-softcover-dachzelt-4-personen-khaki-grun/,high
FjällVila,FjällVila UppTäcka Cloud Dancer,hartschale,209,120,13,82.0,https://fjallvila.de/product/fjallvila-upptacka-hardcover-dachzelt-cloud-dancer/,high
FjällVila,FjällVila UppTäcka Diamond,hartschale,209,120,13,82.0,https://fjallvila.de/product/fjallvila-upptacka-hardcover-dachzelt-black-diamond/,high
FjällVila,FjällVila UppTäcka Light,softshell,209,130,15,35.0,https://fjallvila.de/product/fjallvila-upptacka-leichtes-softcover-dreiecksdachzelt/,high
FjällVila,FjällVila UppTäcka Pro,hartschale,210,130,15,74.0,https://fjallvila.de/product/fjallvila-upptacka-pro-hardcover-dachzelt/,high
FjällVila,FjällVila UppTäcka S Diamond,hartschale,209,120,13,76.0,https://fjallvila.de/product/fjallvila-upptacka-s-hardcover-dachzelt-black-diamond/,high
FjällVila,FjällVila UppVärme Cloud Dancer,hybrid,210,140,30,88.0,https://fjallvila.de/product/fjallvila-uppvarme-hybrid-dachzelt-cloud-dancer/,high
FjällVila,FjällVila UppVärme Middle Buff,hybrid,210,140,30,88.0,https://fjallvila.de/product/fjallvila-uppvarme-hybrid-dachzelt-middle-buff/,high
FjällVila,FjällVila Üpptäcka S Cloud Dancer,hartschale,209,120,13,76.0,https://fjallvila.de/product/fjallvila-upptacka-s-hardcover-dachzelt-cloud-dancer/,high
FlensboXX,FlensboXX Biwak,hartschale,200,135,47,56.0,https://www.flensboxx.de/Dachzelt_Auto.html,series
FlensboXX,FlensboXX Biwak Single,hartschale,200,90,44,56.0,https://www.flensboxx.de/Dachzelt_Auto.html,series
Freebird,Freebird Dachzelt,softshell,240,190,30,60.0,https://www.campingtrailer.de/autodachzelt/,high
Freizeitwelt,Freizeitwelt Autodachzelt Allrounder elektrisch,hartschale,215,140,24,48.0,https://www.freizeitwelt.de/produkte/freizeitwelt/dachzelt-allrounder,series
Freizeitwelt,Freizeitwelt Autodachzelt Allrounder manuell,hartschale,215,140,24,48.0,https://www.freizeitwelt.de/produkte/freizeitwelt/dachzelt-allrounder,series
Freizeitwelt,Freizeitwelt Autodachzelt Founder elektrisch,hartschale,215,140,24,43.0,https://www.freizeitwelt.de/produkte/freizeitwelt/dachzelt-founder,series
Freizeitwelt,Freizeitwelt Autodachzelt Founder manuell,hartschale,215,140,24,43.0,https://www.freizeitwelt.de/produkte/freizeitwelt/dachzelt-founder,series
Front Runner,Front Runner Dometic Feather-Lite II,softshell,246,120,33,49.0,https://www.dometic.com/en/product/featherlite-ii-rooftop-tent-tent257,high
GEAR ROCK,GEAR ROCK Chilkat 140,softshell,240,140,33,52.0,https://canadagear.de/collections/dachzelte-fur-2-bis-3-personen/products/gear-rock-soft-top-dachzelt,series
GEAR ROCK,GEAR ROCK Chilkat 180,softshell,240,180,33,65.0,https://canadagear.de/collections/dachzelte-fur-2-bis-3-personen/products/gear-rock-soft-top-dachzelt,series
GEAR ROCK,GEAR ROCK Chilkat 220,softshell,240,220,33,85.0,https://canadagear.de/collections/dachzelte-fur-2-bis-3-personen/products/gear-rock-soft-top-dachzelt,series
GEAR ROCK,GEAR ROCK Kootenay,hartschale,200,135,30,58.0,https://canadagear.de/collections/hartschalen-dachzelte/products/gear-rock-kootenay-hartschalen-dachzelt,high
GEAR ROCK,GEAR ROCK Kootenay X-Large XL,hartschale,200,160,30,82.0,https://canadagear.de/collections/hartschalen-dachzelte/products/gear-rock-kootenay-x-large-hartschalen-dachzelt,high
GEAR ROCK,GEAR ROCK Revelstoke,hartschale,215,135,17,78.0,https://canadagear.de/collections/hartschalen-dachzelte/products/gear-rock-revelstoke-hartschalen-dachzelt,high
GEAR ROCK,Gear Rock Revelstoke Pro 120,hartschale,205,120,21,68.0,https://canadagear.de/products/gear-rock-revelstoke-pro-hartschalen-dachzelt,series
GEAR ROCK,Gear Rock Revelstoke Pro 135,hartschale,205,135,21,75.0,https://canadagear.de/products/gear-rock-revelstoke-pro-hartschalen-dachzelt,series
Gobi-X,Gobi-X Tankwa,hartschale,215,135,32,72.0,https://www.gobi-x.co.za/tankwa-roof-tents/,high
Gordigear,Gordigear Bonito,hybrid,210,140,28,98.0,https://www.gordigear.com/products/bonito,high
Gordigear,Gordigear Bonito Light,hybrid,210,148,28,73.0,https://www.gordigear.com/products/leichtes-hybrid-hartschalen-dachzelt,high
Gordigear,Gordigear Dachzelt Tanami Plus 140 (ERT01),softshell,230,140,35,59.0,https://www.gordigear.com/products/tanami-plus-falt-dachzelt,series
Gordigear,Gordigear Dachzelt Tanami Plus 165 (ERT16),softshell,230,165,35,66.0,https://www.gordigear.com/products/tanami-plus-falt-dachzelt,series
Gordigear,Gordigear Dachzelt Tanami Plus 180 (ERT18),softshell,230,180,35,71.0,https://www.gordigear.com/products/tanami-plus-falt-dachzelt,series
Gordigear,Gordigear Daintree PRO 180 – DZD Amrum – Abverkauf,softshell,230,180,35,78.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Daintree PRO 180 – DZD Freilingen – Abverkauf,softshell,230,180,35,78.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Daintree PRO 180 – DZD Sandstedt – Abverkauf,softshell,230,180,35,78.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Hapuku,hartschale,205,126,15,95.0,https://www.gordigear.com/products/hapuku,high
Gordigear,Gordigear Mulloway,hartschale,202,120,13,79.0,https://www.gordigear.com/products/mulloway,high
Gordigear,Gordigear Tanami Light,softshell,230,140,35,52.0,https://www.gordigear.com/products/tanami-light-140cm,high
Gordigear,Gordigear Tanami Pro 140 (Daintree),softshell,230,140,35,66.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Tanami Pro 165 (Daintree),softshell,230,165,35,73.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Tanami Pro 180 (Deintree),softshell,230,180,35,78.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Tanami Pro 220 (Daintree),softshell,230,220,35,90.0,https://www.gordigear.com/products/tanami-pro-falt-dachzelt,series
Gordigear,Gordigear Tanami Ultra Light 130,softshell,200,130,35,45.0,https://www.gordigear.com/products/tanami-ultra-light-130cm-dachzelt,high
Groenberg,Groenberg Alvar,hartschale,210,130,12,77.0,https://groenberg.com/Alvar-Dachzelt-Grau/261340,series
Groenberg,Groenberg Halvor 160,softshell,235,155,28,71.0,https://groenberg.com/Halvor-160-Dachzelt-Safari/261306,series
Groenberg,Groenberg Tjelvar,hartschale,210,130,12,81.0,https://groenberg.com/Tjelvar-Dachzelt-Grau/261341,series
Groenberg,Groenberg Villmark 160,softshell,235,155,28,70.0,https://groenberg.com/en/Villmark-Rooftop-Tent-160/261301,high
Groenberg,Groenberg Weekend Classic,softshell,220,130,40,18.0,https://groenberg.com/WEEKEND-Classic-Ultraleichtes-Pocket-Size-Dachzelt/261346,high
Groenberg,Groenberg Weekend Comfort,softshell,220,130,40,20.0,https://groenberg.com/WEEKEND-Comfort/261344,high
Hapro,Hapro Vista L,hartschale,212,122,33,62.0,https://vdlhapro.com/en/products/vista-l/,high
Hapro,Hapro Vista XL,hybrid,212,206,35,75.0,https://vdlhapro.com/en/products/vista-xl/,high
HeroCamper,HeroCamper Hero Skybox Galileo,hartschale,211,138,34,63.0,https://herocamper.com/collections/hero-skybox,series
horntools,horntools Elements II Midnight Stone 140,softshell,235,140,39,67.0,https://www.horntools.com/products/dachzelt-elements-gen-ll-2-personen-140-midnight-stone,high
horntools,horntools Elements II Midnight Stone 165,softshell,235,165,39,71.0,https://www.horntools.com/products/dachzelt-elements-gen-ll-3-personen-165-midnight-stone,high
horntools,horntools Elements II Midnight Stone 220,softshell,235,220,39,91.0,https://www.horntools.com/products/dachzelt-elements-gen-ll-4-personen-220-midnight-stone,high
horntools,horntools Elements II Ocean 140,softshell,235,140,39,67.0,https://www.horntools.com/products/dachzelt-elements-ll-2-personen-140-ocean,high
horntools,horntools Elements II Ocean 165,softshell,235,165,39,71.0,https://www.horntools.com/products/dachzelt-elements-ll-3-personen-165-ocean,high
horntools,horntools Elements II Ocean 220,softshell,235,220,39,91.0,https://www.horntools.com/products/dachzelt-elements-ll-4-personen-220-ocean,high
horntools,horntools Themis Gen. 2 140,hartschale,206,136,30,70.0,https://www.horntools.com/products/dachzelt-hartschale-themis-2-personen-140,high
horntools,horntools Themis Gen. 2 165,hartschale,206,160,30,85.0,https://www.horntools.com/products/dachzelt-hartschale-themis-3-personen-165,high
horntools,horntools Track 130,softshell,210,125,25,46.0,https://www.horntools.com/products/dachzelt-track-2-personen-130,high
horntools,horntools Track 155,softshell,210,150,25,64.0,https://www.horntools.com/products/dachzelt-track-3-personen-155-cm,high
horntools,horntools Triangle Cloud 140,softshell,211,140,12,60.0,https://www.horntools.com/products/triangle-dachzelt-cloud-2-personen-140,high
HRBIVACAR,"HRBIVACAR HRB 1,5 Book",hybrid,215,140,31,88.0,https://hrbivacar.com/shop/tendas-tejadilho/tenda-tejadilho-hrb-book-cinza/,series
HRBIVACAR,HRBIVACAR HRB 1.9 Family,hybrid,215,180,31,98.0,https://hrbivacar.com/shop/tendas-tejadilho/tenda-tejadilho-hrb-family-1-9-4pax-cinza/,series
iKamper,iKamper BDV Duo,hartschale,213,135,17,67.0,https://ikamper.com/products/bdv-duo,high
iKamper,iKamper BDV Solo,hartschale,213,96,17,58.0,https://ikamper.com/products/bdv-blue-dot-voyager-solo,high
iKamper,iKamper Skycamp 2.0 Rocky Edition,hybrid,210,190,34,72.0,https://ikamper.com/collections/skycamp-2-0-and-accessories,series
iKamper,iKamper Skycamp 3.0,hybrid,210,196,34,74.0,https://ikamper.com/products/skycamp-3-0,high
iKamper,iKamper Skycamp 3.0 Mini,hybrid,210,130,34,58.0,https://ikamper.com/products/skycamp-3-0-mini,high
iKamper,iKamper Skycamp 3.0 Mini Rocky Edition,hybrid,210,130,34,58.0,https://ikamper.com/products/skycamp-3-0-mini,series
iKamper,iKamper Skycamp 3.0 Rocky Edition,hybrid,210,196,34,74.0,https://ikamper.com/products/skycamp-3-0,series
iKamper,iKamper X-Cover 3.0,hartschale,210,196,28,58.0,https://ikamper.com/products/x-cover,high
Intrepid,Intrepid Geo Pro 2.5 Dachzelt,hartschale,220,135,18,72.0,https://intrepidcampgear.com/products/geo-pro-rooftop-tent,high
Intrepid,Intrepid Geo Pro 3.0 Dachzelt,hartschale,220,155,18,85.0,https://intrepidcampgear.com/products/geo-3-0,high
Intrepid,Intrepid Geo Solo Dachzelt,hartschale,220,80,18,55.0,https://campanions.de/INTREPID-GEO-Solo-Rooftop-Tent,dealer
James Baroud,James Baroud Discovery M,hartschale,198,140,34,65.0,https://jamesbaroud.com/de/dachzelte/discovery/,series
James Baroud,James Baroud Discovery XL,hartschale,224,160,34,80.0,https://jamesbaroud.com/de/dachzelte/discovery/,series
James Baroud,James Baroud Evasion M,hartschale,198,140,34,68.0,https://jamesbaroud.com/de/dachzelte/evasion/,series
James Baroud,James Baroud Evasion Proline M,hartschale,198,140,34,76.0,https://jamesbaroud.com/de/dachzelte/evasion-proline/,series
James Baroud,James Baroud Evasion Proline M schwarzgrau,hartschale,198,140,34,76.0,https://jamesbaroud.com/de/dachzelte/evasion-proline/,series
James Baroud,James Baroud Evasion S,hartschale,198,130,34,66.0,https://jamesbaroud.com/de/dachzelte/evasion/,series
James Baroud,James Baroud Evasion XL,hartschale,224,160,34,79.0,https://jamesbaroud.com/de/dachzelte/evasion/,series
James Baroud,James Baroud Grand Raid M,hartschale,198,140,34,71.0,https://jamesbaroud.com/de/dachzelte/grand-raid/,series
James Baroud,James Baroud Grand Raid X,hartschale,198,160,34,75.0,https://jamesbaroud.com/de/dachzelte/grand-raid/,series
James Baroud,James Baroud Grand Raid XL,hartschale,224,160,34,80.0,https://jamesbaroud.com/de/dachzelte/grand-raid/,series
James Baroud,James Baroud Space M,hartschale,198,140,34,69.0,https://jamesbaroud.com/de/dachzelte/space/,series
James Baroud,James Baroud Space S,hartschale,198,130,34,63.0,https://jamesbaroud.com/de/dachzelte/space/,series
James Baroud,James Baroud Space XL,hartschale,224,160,34,80.0,https://jamesbaroud.com/de/dachzelte/space/,series
James Baroud,James Baroud Vision 150,softshell,220,150,34,52.0,https://jamesbaroud.com/de/dachzelte/vision/,series
James Baroud,James Baroud Vision 180,softshell,220,180,34,62.0,https://jamesbaroud.com/de/dachzelte/vision/,series
Juskys,Juskys Lago 120,softshell,210,120,28,43.0,https://juskys.de/products/autodachzelt-lago,series
Juskys,Juskys Lago 140,softshell,210,140,28,57.0,https://juskys.de/products/autodachzelt-lago,series
KAILOP,KAILOP KP19PRO,hartschale,210,130,13,75.0,https://kailop.com/products/kp19pro-rear-opening-aluminum-hard-shell-roof-tent,high
KAILOP,KAILOP ST09PRO,hybrid,210,150,28,80.0,https://kailop.fr/en/products/kailop-st09pro-tente-de-toit-rigide,high
KingCamp,KingCamp Boundless,hartschale,206,124,17,76.0,https://kingcamp.de/en/products/auto-dachzelt-boundless-2-personen-hartschale-dach-zelt-automatik-box,high
KingCamp,KingCamp Northway,hartschale,206,124,17,65.0,https://kingcamp.de/en/products/auto-dachzelt-northway-2-personen-hartschale-dach-zelt-automatik-box,high
Koala Creek,Koala Creek Eiger 160K,softshell,240,160,30,65.0,https://koalacreek.info/producten/eiger-160-grijs/,series
Koala Creek,Koala Creek Outback 140 V2,hartschale,217,140,15,75.0,https://koalacreek.info/producten/outback-140/,series
Koala Creek,Koala Creek Roadtrip 130,hartschale,217,130,15,69.0,https://koalacreek.info/producten/roadtrip-130/,high
Koala Creek,Koala Creek Teide 140L,softshell,240,140,30,58.0,https://koalacreek.info/producten/teide-140-groen/,series
Koala Creek,Koala Creek Teide 140L-V2,softshell,240,140,35,58.0,https://koalacreek.info/producten/teide-140-groen/,series
Koala Creek,Koala Creek Teide 160L-V2,softshell,240,160,30,68.0,https://koalacreek.info/producten/teide-160-grijs/,series
Koala Creek,Koala Creek Teide 160L-V2 Overlander,softshell,240,160,37,68.0,https://koalacreek.info/producten/teide-160-overlander-grijs/,series
Koala Creek,Koala Creek Teide 190L-V2,softshell,240,190,37,80.0,https://koalacreek.info/producten/teide-190/,series
Longroad Campers,Longroad Campers Voyager 120,softshell,235,120,27,45.0,https://www.freizeitwelt.de/Dachzelte/longroad-dachzelt-voyager,dealer
Longroad Campers,Longroad Campers Voyager 140,softshell,235,140,27,50.0,https://www.freizeitwelt.de/Dachzelte/longroad-dachzelt-voyager,dealer
Longroad Campers,Longroad Campers Voyager X-Large 120,softshell,275,120,27,46.0,https://www.freizeitwelt.de/Dachzelte/longroad-dachzelt-voyager-x-large,dealer
Longroad Campers,Longroad Campers Voyager X-Large 140,softshell,275,140,27,53.0,https://www.freizeitwelt.de/Dachzelte/longroad-dachzelt-voyager-x-large,dealer
Moby Mountain,Moby Mountain Peak XL,hybrid,220,157,26,62.0,https://mobymountain.com/en/product-2/peak-xl-3-persons-rooftop-tent/,high
Moby Mountain,Moby Mountain Peak XXL,hybrid,220,197,26,75.0,https://mobymountain.com/en/product/peak-xxl-4-persons-rooftop-tent/,high
Moby Mountain,Moby Mountain Swell M,hartschale,195,115,12,59.0,https://mobymountain.com/en/product-2/swell,high
Monstershop,Monstershop 2-3 Personen,hartschale,211,129,32,67.0,https://www.monsterhandel.de/products/auto-dachzelt-grau,high
Monstershop,Monstershop Braun 2-3 Personen,hartschale,211,129,32,67.0,https://www.monsterhandel.de/products/auto-dachzelt-braun,high
Monstershop,Monstershop Tarnfarbenes 2-3 Personen,hartschale,211,129,32,67.0,https://www.monsterhandel.de/products/auto-dachzelt-camouflage,high
NaitUP,NaitUP Duö,hartschale,210,120,28,55.0,https://naitup.com/en/duo-roof-top-tent/,high
NaitUP,NaitUP Family,hybrid,220,170,28,75.0,https://naitup.com/en/family-roof-top-tent/,high
NaitUP,NaitUP Quatro,hybrid,220,170,28,75.0,https://naitup.com/en/quatro-roof-top-tent/,high
NaitUP,Naitup Triup,hybrid,220,140,28,63.0,https://naitup.com/en/triup-roof-top-tent/,high
Nakatanenga,Nakatanenga Roof Lodge Evolution 2 140,softshell,240,140,40,55.0,https://www.nakatanenga.de/roof-lodge-evolution-2-dachzelt-basic-mit-und-ohne-vorzelt/RLEVO2-140B-COY-SM,series
Nakatanenga,Nakatanenga Roof Lodge Evolution 2 165,softshell,240,165,40,62.0,https://www.nakatanenga.de/roof-lodge-evolution-2-dachzelt-basic-mit-und-ohne-vorzelt/RLEVO2-140B-COY-SM,series
Nakatanenga,Nakatanenga Roof Lodge Evolution 2 Extended mit Bodenzelt 140,softshell,240,140,40,58.0,https://www.nakatanenga.de/roof-lodge-evolution-2-dachzelt-extended-mit-bodenzelt/RLEVO2-140E-BLU-SM,series
Nakatanenga,Nakatanenga Roof Lodge Evolution 2 Extended mit Bodenzelt 165,softshell,240,165,40,66.0,https://www.nakatanenga.de/roof-lodge-evolution-2-dachzelt-extended-mit-bodenzelt/RLEVO2-140E-BLU-SM,series
Natur Camper,Natur Camper Fold 140,softshell,240,140,30,50.0,https://naturcamper.es/product/tiendas-de-techo/tienda-de-techo-naturcamper-fold140-240x140-cm/,high
Naturbummler,Naturbummler Alu-Kraftkiste 2.0 L,hartschale,206,116,18,74.0,https://naturbummler.de/products/alu-kraftkiste-2,series
Naturbummler,Naturbummler Alu-Kraftkiste 2.0 XL,hartschale,206,136,18,84.0,https://naturbummler.de/products/alu-kraftkiste-2,series
Naturbummler,Naturbummler Alu-Light XL,hartschale,203,137,19,70.0,https://naturbummler.de/products/alu-light-2-0,high
Naturbummler,Naturbummler Alu-Loft XL,hartschale,210,140,29,60.0,https://naturbummler.de/products/alu-loft,series
Naturbummler,Naturbummler Alu-Loft XXL,hartschale,210,180,29,71.0,https://naturbummler.de/products/alu-loft,series
Naturbummler,Naturbummler Family Loft,softshell,230,200,30,74.0,https://naturbummler.de/products/family-loft,high
Naturbummler,Naturbummler Flitzer I L (2025),hartschale,210,126,32,60.0,https://naturbummler.de/products/naturbummler-flitzer-i-dachzelt,high
Naturbummler,Naturbummler Flitzer I XL (2025),hartschale,220,140,32,70.0,https://naturbummler.de/products/naturbummler-flitzer-i-xl-dachzelt,high
Naturbummler,Naturbummler Flitzer I XS (2025),hartschale,195,80,32,46.0,https://naturbummler.de/products/flitzer-i-xs,high
Naturbummler,Naturbummler Loft-Light L,softshell,230,130,32,45.0,https://naturbummler.de/products/loft-light,series
Naturbummler,Naturbummler Loft-Light XL,softshell,230,160,32,48.0,https://naturbummler.de/products/loft-light,series
Nordling,Nordling CaseTop L,hybrid,200,150,25,61.0,https://nordling.de/products/nordling%C2%AE-outdoor-venture-casetop-l,high
Nordling,Nordling CaseTop XL,hybrid,204,190,28,72.0,https://nordling.de/products/nordling%C2%AE-outdoor-casetop-xl,high
Nordling,Nordling EasyTop,softshell,209,127,24,45.0,https://nordling.de/products/nordling%C2%AE-outdoor-venture-easytop,high
Nordling,Nordling FamilyTop,softshell,238,195,35,66.0,https://nordling.de/products/nordling%C2%AE-outdoor-venture-familytop-kaufen,high
Nordling,Nordling Outdoor-TriAngle,hartschale,202,134,18,72.0,https://nordling.de/products/nordling%C2%AE-outdoor-venture-triangel-kaufen,high
Nordling,Nordling TravelTop,softshell,238,156,30,59.0,https://nordling.de/products/nordling%C2%AE-outdoor-traveltop,high
Obelink,Obelink Skyfold 140 Short,softshell,240,140,29,49.0,https://www.obelink.de/obelink-skyfold-140-short-dachzelt-682793.html,high
Obelink,Obelink Skyfold 160,softshell,240,160,27,60.0,https://www.obelink.de/obelink-skyfold-160-dachzelt.html,high
Obelink,Obelink Skyfold 190,softshell,240,190,31,72.0,https://www.obelink.de/obelink-skyfold-190-dachzelt-715929.html,high
Ocean-Cross,Ocean Cross Atacama,hartschale,205,130,20,74.0,https://ocean-cross.de/produkt/atacama-aluminium-autodachzelt/,high
Ocean-Cross,Ocean Cross Karoo 190,hybrid,200,166,21,75.0,https://ocean-cross.de/produkt/karoo-190-hybrid-autodachzelt/,high
