hersteller,modell,typ,segment,land,laenge_cm,auslage_cm,gewicht_kg,preis_eur,montagebasis,zaehlt_zur_dachlast,regel,fahrzeugtyp,fahrzeug_beispiele,passform_hinweis,antrieb,montage,url,quelle
Dometic,PerfectWall PW 1750 (Auslaufmodell),"Kassettenmarkise (Wand), motorisiert - ersetzt durch PW 1500 electric",Van/Wohnmobil,SE,400.0,275.0,,,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor,Wandmontage,https://www.dometic.com/de-de/outdoor,Nachfolger: PW 1500 electric
Dometic,PerfectWall PW 1750 (Auslaufmodell),"Kassettenmarkise (Wand), motorisiert - ersetzt durch PW 1500 electric",Van/Wohnmobil,SE,450.0,275.0,,,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor,Wandmontage,https://www.dometic.com/de-de/outdoor,Nachfolger: PW 1500 electric
Dometic,PerfectWall PW 1750 (Auslaufmodell),"Kassettenmarkise (Wand), motorisiert - ersetzt durch PW 1500 electric",Van/Wohnmobil,SE,500.0,275.0,,,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor,Wandmontage,https://www.dometic.com/de-de/outdoor,Nachfolger: PW 1500 electric
Dometic,PerfectWall PW 1750 (Auslaufmodell),"Kassettenmarkise (Wand), motorisiert - ersetzt durch PW 1500 electric",Van/Wohnmobil,SE,550.0,275.0,,,wand,False,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor,Wandmontage,https://www.dometic.com/de-de/outdoor,Nachfolger: PW 1500 electric
Dometic,PerfectWall PW 1750 (Auslaufmodell),"Kassettenmarkise (Wand), motorisiert - ersetzt durch PW 1500 electric",Van/Wohnmobil,SE,600.0,275.0,,,wand,False,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor,Wandmontage,https://www.dometic.com/de-de/outdoor,Nachfolger: PW 1500 electric
ARB,Touring Markise mit LED (Stoffhülle),Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,250.0,250.0,15.0,557.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger (Montagesatz),https://www.taubenreuther.de,taubenreuther.de (dt. Generalimporteur)
ARB,Touring Markise mit LED (Stoffhülle),Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,200.0,250.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger (Montagesatz),https://www.taubenreuther.de,taubenreuther.de (dt. Generalimporteur)
ARB,Touring Markise Alu-Hartschale mit LED,"Seitenmarkise (Rollout), Alu-Gehäuse",Offroad/Dachzelt,AU,250.0,250.0,19.0,749.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.taubenreuther.de,"taubenreuther.de, mehari-offroad.de"
ARB,Touring Markise Alu-Hartschale mit LED,"Seitenmarkise (Rollout), Alu-Gehäuse",Offroad/Dachzelt,AU,200.0,250.0,,719.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.taubenreuther.de,"taubenreuther.de, mehari-offroad.de"
Rhino-Rack,Batwing 270°,270°-Markise mit Stützbeinen (links/rechts),Offroad/Dachzelt,AU,220.0,200.0,20.0,902.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (STOW-iT-Version verfügbar),https://www.rhinorack.com,"worldcamper-shop.de, trekvoss.com; 12,3 m²"
Rhino-Rack,Batwing Compact 270°,"270°-Markise kompakt, mit Stützbeinen",Offroad/Dachzelt,AU,,,17.0,789.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://www.rhinorack.com,worldcamper-shop.de
Rhino-Rack,Sunseeker III,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,200.0,210.0,10.0,322.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.worldcamper-shop.de/markisen/rhino-rack-markisen/,"worldcamper-shop.de, mehari-offroad.de"
Rhino-Rack,Sunseeker III,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,250.0,210.0,12.0,358.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.worldcamper-shop.de/markisen/rhino-rack-markisen/,"worldcamper-shop.de, mehari-offroad.de"
Rhino-Rack,Sunseeker 2.2 freitragend,"Seitenmarkise, freitragend",Offroad/Dachzelt,AU,220.0,,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.trip-tec.de,trip-tec.de
Rhino-Rack,Dome 1300,Heck-/Seitenmarkise (Kuppelform),Offroad/Dachzelt,AU,130.0,240.0,10.1,297.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,https://www.worldcamper-shop.de/markisen/rhino-rack-markisen/,worldcamper-shop.de
Darche,Eclipse 270 Gen 2,"270°-Markise, freitragend (links/rechts)",Offroad/Dachzelt,AU,220.0,200.0,21.8,1300.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (ECBracket),https://www.abenteuertechnik.de,"abenteuertechnik.de, xp-edition.eu; 11,5 m²"
Darche,Eclipse 180 Gen 2,"180°-Markise, freitragend",Offroad/Dachzelt,AU,210.0,,20.0,1150.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://www.mehari-offroad.de,mehari-offroad.de; 8 m²
The Bush Company,270 XT Mk2,"270°-Markise, voll freitragend",Offroad/Dachzelt,AU,230.0,,27.8,1950.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger (Universalhalter),https://www.tour-tec.de,"tour-tec.de, xp-edition.eu; 11 m²"
The Bush Company,270 XT MAX Mk2,"270°-Markise XL, voll freitragend",Offroad/Dachzelt,AU,,,,2590.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://camp-impuls.store,"camp-impuls.store, xp-edition.eu; 12 m²"
Alu-Cab,Shadow Awn 270,"270°-Markise, freitragend (LHS/RHS)",Offroad/Dachzelt,ZA,260.0,,27.0,1290.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger/Hardtop, Halter fahrzeugspezifisch",https://world-of-nanook.com,"campventure.de, world-of-nanook.com; 10 m²"
Front Runner,Easy-Out Markise,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,ZA,145.0,210.0,9.5,355.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger (Slimline II u.a.),https://www.frontrunneroutfitters.com/de/de/,"offroadguru.de, trekvoss.com"
Front Runner,Easy-Out Markise,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,ZA,200.0,210.0,12.5,369.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger (Slimline II u.a.),https://www.frontrunneroutfitters.com/de/de/,"offroadguru.de, trekvoss.com"
Front Runner,Easy-Out Markise,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,ZA,250.0,210.0,13.5,415.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger (Slimline II u.a.),https://www.frontrunneroutfitters.com/de/de/,"offroadguru.de, trekvoss.com"
iKamper,ExoShell 270,"270°-Markise, freistehend (6 Beine), Hartschale",Offroad/Dachzelt,KR,246.0,,30.0,1980.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger,https://ikamper.de/exoshell-270-awning,"ikamper.de (offiz. DE-Shop); 11,2 m²"
James Baroud,Falcon 270°,"270°-Markise (LHS/RHS), optionale Stangen",Offroad/Dachzelt,PT/FR,,,,1296.0,dach,True,D?,SUV / Geländewagen / Pickup / Van mit Dachträger,je nach Dachlänge - siehe Regeln D1-D4,Dachträger erforderlich; Länge unbekannt; 270°/180°-Schirm umschließt Seite + Heck (P5),manuell,Dachträger,https://james-baroud.de,james-baroud.de (UVP 1620 EUR)
James Baroud,Seiten-/Heckmarkise,Seitenmarkise (Rollout) mit 2 Stützbeinen,Offroad/Dachzelt,PT/FR,130.0,240.0,,255.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger / Dachzelt-Seite,https://james-baroud.de,james-baroud.de
James Baroud,Seiten-/Heckmarkise,Seitenmarkise (Rollout) mit 2 Stützbeinen,Offroad/Dachzelt,PT/FR,200.0,270.0,,417.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger / Dachzelt-Seite,https://james-baroud.de,james-baroud.de
James Baroud,Seiten-/Heckmarkise,Seitenmarkise (Rollout) mit 2 Stützbeinen,Offroad/Dachzelt,PT/FR,250.0,270.0,,493.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger / Dachzelt-Seite,https://james-baroud.de,james-baroud.de
Ironman 4x4,Instant Awning,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,250.0,200.0,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,http://www.ironman4x4.at,ironman4x4.at (AT-Vertrieb)
Ironman 4x4,Instant Awning,Seitenmarkise (Rollout) mit Teleskopstangen,Offroad/Dachzelt,AU,250.0,250.0,,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger,http://www.ironman4x4.at,ironman4x4.at (AT-Vertrieb)
Sheepie,Jimba Jimba Markise / Plus,Seitenmarkise als Dachzelt-Anbau,Offroad/Dachzelt,NL,,,,,wand,False,S4,Dachzelt-Anbau,"Nur Sheepie Jimba-Jimba-Dachzelte (Medium/Large), Fahrzeughöhe bis 2 m",Kein universeller Anbau - gehört zum Dachzelt,manuell,"Am Dachzelt, Fahrzeughöhe bis 2 m",https://www.tour-tec.de,"tour-tec.de, dzm-outdoor.com"
horntools,270° Markise Horizon,"270°-Markise, freitragend",Offroad/Dachzelt,AT,200.0,,18.9,899.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, links/rechts; 5,5 m² (2,0 m) / 7,38 m² (2,5 m); Varianten mit Seitenwänden",https://www.horntools.com/products/270-grad-markise-horizon,horntools.com
horntools,270° Markise Horizon,"270°-Markise, freitragend",Offroad/Dachzelt,AT,250.0,,23.9,1299.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, links/rechts; 5,5 m² (2,0 m) / 7,38 m² (2,5 m); Varianten mit Seitenwänden",https://www.horntools.com/products/270-grad-markise-horizon,horntools.com
horntools,180° Markise Horizon,"180°-Markise, freitragend",Offroad/Dachzelt,AT,200.0,,18.8,899.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger, links/rechts; 6 m² (2,0 m) / 9,9 m² (2,5 m)",https://www.horntools.com/en/products/180-degree-awning-horizon,horntools.com
horntools,180° Markise Horizon,"180°-Markise, freitragend",Offroad/Dachzelt,AT,250.0,,23.0,1299.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger, links/rechts; 6 m² (2,0 m) / 9,9 m² (2,5 m)",https://www.horntools.com/en/products/180-degree-awning-horizon,horntools.com
horntools,180° Markise Horizon VW California T5/T6/T6.1,"180°-Markise, freitragend, fahrzeugspezifisch",Offroad/Dachzelt,AT,250.0,,23.0,1699.0,dach,True,S2,Kompaktvan (fahrzeugspezifisch),VW T5 / T6 / T6.1 California,"Montage an Originalbefestigungspunkten, ohne Bohren",manuell,"Originalbefestigungspunkte, ohne Bohren; ~9,9 m²",https://www.horntools.com/products/180-grad-markise-vw-california-t5-t6-t6-1,horntools.com
horntools,Markise Horizon Straight,"Seitenmarkise (gerade), freitragend (Gasdruckfedern)",Offroad/Dachzelt,AT,200.0,190.0,13.4,499.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal; Tuch 185,7 x 190,2 cm",https://www.horntools.com/en/products/awning-horizon-straight,horntools.com
horntools,"Heckmarkise Horizon Straight 1,5 m","Heckmarkise, freitragend, mit Sonnensegel",Offroad/Dachzelt,AT,139.0,145.0,11.5,499.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,Dachträger am Heck; Packmaß 150 x 13 x 14 cm,https://www.horntools.com/products/heckmarkise-horizon-straight-1-5-m-freitragend,horntools.com
Nakatanenga,Roof Lodge Evolution 2 270°-Markise,"270°-Markise mit Teleskopstützen, inkl. 2 Seitenteile",Offroad/Dachzelt,DE,435.0,200.0,16.8,520.0,dach,True,D4,Langer Van / Expeditionsmobil,"T5/T6 lang, Sprinter/Crafter, Expeditionsmobile","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger, links/rechts; ~9 m²",https://www.nakatanenga.de,nakatanenga.de
Nakatanenga,Roof Lodge Evolution 2 Auto-Markise,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,140.0,200.0,9.0,,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis 220 cm",https://www.nakatanenga.de,nakatanenga.de
Nakatanenga,Roof Lodge Evolution 2 Auto-Markise,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,200.0,200.0,11.0,279.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis 220 cm",https://www.nakatanenga.de,nakatanenga.de
Nakatanenga,Roof Lodge Evolution 2 Auto-Markise,Seitenmarkise / Sackmarkise,Offroad/Dachzelt,DE,250.0,200.0,11.6,,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis 220 cm",https://www.nakatanenga.de,nakatanenga.de
Vickywood,270° Markise LEAF,"270°-Markise, freitragend, LED",Offroad/Dachzelt,DE,200.0,180.0,22.5,999.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, links/rechts",https://shop.vickywood.com,shop.vickywood.com
Vickywood,270° Markise LEAF,"270°-Markise, freitragend, LED",Offroad/Dachzelt,DE,250.0,234.0,22.1,999.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, links/rechts",https://shop.vickywood.com,shop.vickywood.com
Vickywood,270° Markise LEAF EXTENDED,"270°-Markise, freitragend, mit Heckdurchstieg",Offroad/Dachzelt,DE,200.0,230.0,22.5,1199.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, 6 Arme",https://shop.vickywood.com,shop.vickywood.com
Vickywood,270° Markise LEAF EXTENDED,"270°-Markise, freitragend, mit Heckdurchstieg",Offroad/Dachzelt,DE,250.0,230.0,25.0,1199.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, 6 Arme",https://shop.vickywood.com,shop.vickywood.com
Vickywood,270° Markise LIGHT LEAF,"270°-Markise, freitragend, Leichtbau-EVA-Gehäuse",Offroad/Dachzelt,DE,200.0,181.0,26.3,1199.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal,https://shop.vickywood.com,shop.vickywood.com
Vickywood,180° Markise LEAF,"180°-Markise, freitragend, LED",Offroad/Dachzelt,DE,150.0,134.0,14.3,749.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, Seite oder Heck",https://shop.vickywood.com,shop.vickywood.com
Vickywood,180° Markise LEAF,"180°-Markise, freitragend, LED",Offroad/Dachzelt,DE,200.0,165.0,18.2,999.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,"Dachträger universal, Seite oder Heck",https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH 270° Hardcover RUGGED,"270°-Markise, Hardcover (Alu/ABS), freitragend",Offroad/Dachzelt,DE,200.0,,21.2,999.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal; Aufbau ~15 s; LED,https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH 270° Hardcover RUGGED,"270°-Markise, Hardcover (Alu/ABS), freitragend",Offroad/Dachzelt,DE,250.0,,,1199.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal; Aufbau ~15 s; LED,https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH 270° Hardcover CLEAN,"270°-Markise, Hardcover (ABS), freitragend",Offroad/Dachzelt,DE,200.0,,20.9,999.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal; LED,https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH 270° Softcover,"270°-Markise, Softcover, freitragend",Offroad/Dachzelt,DE,200.0,,17.6,799.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal; LED mit USB,https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH 270° Softcover,"270°-Markise, Softcover, freitragend",Offroad/Dachzelt,DE,250.0,,,999.0,dach,True,D3,Großer Geländewagen / Pickup Doppelkabine / Bus,"Land Cruiser, Defender 110/130, Ranger/Hilux/Amarok DoKa, VW T5/T6","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3); 270°/180°-Schirm umschließt Seite + Heck (P5)",manuell,Dachträger universal; LED mit USB,https://shop.vickywood.com,shop.vickywood.com
Vickywood,BRANCH AUTOMATIC 2M,"Seitenmarkise (Kassette), halbautomatischer Einzug",Offroad/Dachzelt,DE,200.0,200.0,19.0,849.0,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",halbautomatisch (federunterstützt),"Dachträger, beidseitig; LED",https://shop.vickywood.com,shop.vickywood.com
Vickywood,Heck-/Seitenmarkise (Sackmarkise),Sackmarkise / Seitenmarkise,Offroad/Dachzelt,DE,140.0,200.0,7.2,329.0,dach,True,D1,Kompakt-SUV / Hochdachkombi (Heck oder Seite),"Suzuki Jimny, Dacia Duster, Caddy; auch Heckmontage","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis ~210 cm",https://shop.vickywood.com,shop.vickywood.com
Vickywood,Heck-/Seitenmarkise (Sackmarkise),Sackmarkise / Seitenmarkise,Offroad/Dachzelt,DE,160.0,200.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis ~210 cm",https://shop.vickywood.com,shop.vickywood.com
Vickywood,Heck-/Seitenmarkise (Sackmarkise),Sackmarkise / Seitenmarkise,Offroad/Dachzelt,DE,200.0,200.0,,,dach,True,D2,SUV / Geländewagen mittlerer Größe,"Defender 90/110, Jeep Wrangler, RAV4, Tiguan, Pickup Einzelkabine","Dachträger erforderlich; Regel D nach Dachlänge (P2, P3)",manuell,"Dachträger universal, Teleskopstangen bis ~210 cm",https://shop.vickywood.com,shop.vickywood.com
