hersteller,modell,typ,segment,land,laenge_cm,auslage_cm,gewicht_kg,preis_eur,montagebasis,zaehlt_zur_dachlast,regel,fahrzeugtyp,fahrzeug_beispiele,passform_hinweis,antrieb,montage,url,quelle
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,225.0,225.0,7.5,430.0,kederschiene,False,K1,"Kleine Wohnwagen bis ~4,5 m Aufbau","Eriba Touring, Hobby 400",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,255.0,225.0,8.5,450.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,280.0,250.0,10.1,465.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,310.0,250.0,11.2,475.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,360.0,250.0,12.3,510.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,410.0,250.0,13.5,540.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,440.0,250.0,14.6,630.0,kederschiene,False,K4,"Wohnwagen ~6,5-7 m Aufbau","Hobby 650, Fendt Opal 560",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,500.0,250.0,15.8,680.0,kederschiene,False,K5,Große Wohnwagen / Doppelachser ab ~7 m,"Hobby 720, Fendt Tendenza 650",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore / XL,Sackmarkise (Kederschiene),Wohnwagen,IT,550.0,250.0,16.9,710.0,kederschiene,False,K5,Große Wohnwagen / Doppelachser ab ~7 m,"Hobby 720, Fendt Tendenza 650",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene Wohnwagen; ab 280 cm = XL,https://www.fiamma.com/en/products/awnings,"camping-eshop.de, fritz-berger.de"
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,280.0,250.0,11.2,527.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,310.0,250.0,12.3,597.0,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,360.0,250.0,13.5,599.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,410.0,250.0,14.6,659.0,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,440.0,250.0,15.8,619.0,kederschiene,False,K4,"Wohnwagen ~6,5-7 m Aufbau","Hobby 650, Fendt Opal 560",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,500.0,250.0,,799.0,kederschiene,False,K5,Große Wohnwagen / Doppelachser ab ~7 m,"Hobby 720, Fendt Tendenza 650",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Fiamma,Caravanstore ZIP XL,Sackmarkise mit ZIP-Vorzeltsystem,Wohnwagen,IT,550.0,250.0,,859.0,kederschiene,False,K5,Große Wohnwagen / Doppelachser ab ~7 m,"Hobby 720, Fendt Tendenza 650",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell,Kederschiene; Front-/Seitenwände anzippbar,https://www.fiamma.com/en/products/awnings,fritz-berger.de
Dometic,PerfectWall PW 1100,"Kassettenmarkise (Wand), leicht",Van/Wohnmobil,SE,260.0,200.0,21.0,639.0,wand,False,W2,"Kompaktvan / Campingbus (4,9-5,4 m)","VW T5/T6/T6.1 (California), V-Klasse/Marco Polo, Ford Nugget","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),"Wandmontage, Slide-Out-Stützfüße",https://www.dometic.com/de-de/outdoor,fritz-berger.de
Dometic,PerfectWall PW 1100,"Kassettenmarkise (Wand), leicht",Van/Wohnmobil,SE,300.0,250.0,24.0,669.0,wand,False,W3,"Kastenwagen kurz-mittel (5,4-6 m)","Ducato L2, Jumper/Boxer L2, Crafter/TGE kurz","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),"Wandmontage, Slide-Out-Stützfüße",https://www.dometic.com/de-de/outdoor,fritz-berger.de
Dometic,PerfectWall PW 1100,"Kassettenmarkise (Wand), leicht",Van/Wohnmobil,SE,350.0,250.0,27.0,799.0,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),"Wandmontage, Slide-Out-Stützfüße",https://www.dometic.com/de-de/outdoor,fritz-berger.de
Dometic,PerfectWall PW 1100,"Kassettenmarkise (Wand), leicht",Van/Wohnmobil,SE,400.0,250.0,30.0,,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),"Wandmontage, Slide-Out-Stützfüße",https://www.dometic.com/de-de/outdoor,fritz-berger.de
Dometic,PerfectWall PW 1100,"Kassettenmarkise (Wand), leicht",Van/Wohnmobil,SE,450.0,250.0,33.0,1140.0,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),"Wandmontage, Slide-Out-Stützfüße",https://www.dometic.com/de-de/outdoor,fritz-berger.de
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,260.0,200.0,18.0,879.0,wand,False,W2,"Kompaktvan / Campingbus (4,9-5,4 m)","VW T5/T6/T6.1 (California), V-Klasse/Marco Polo, Ford Nugget","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,300.0,250.0,21.0,,wand,False,W3,"Kastenwagen kurz-mittel (5,4-6 m)","Ducato L2, Jumper/Boxer L2, Crafter/TGE kurz","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,350.0,250.0,24.0,1249.0,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,400.0,275.0,27.0,,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,450.0,275.0,30.0,,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500,Kassettenmarkise (Wand),Van/Wohnmobil,SE,500.0,275.0,33.0,,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Wandmontage; ab 450 cm 3 Gelenkarme,https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500 electric,"Kassettenmarkise (Wand), motorisiert",Van/Wohnmobil,SE,400.0,275.0,29.0,1899.0,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Wandmontage, 3 Gelenkarme",https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500 electric,"Kassettenmarkise (Wand), motorisiert",Van/Wohnmobil,SE,450.0,275.0,32.0,1899.0,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Wandmontage, 3 Gelenkarme",https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500 electric,"Kassettenmarkise (Wand), motorisiert",Van/Wohnmobil,SE,500.0,275.0,35.0,2099.0,wand,False,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Wandmontage, 3 Gelenkarme",https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500 electric,"Kassettenmarkise (Wand), motorisiert",Van/Wohnmobil,SE,550.0,275.0,39.0,,wand,False,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Wandmontage, 3 Gelenkarme",https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectWall PW 1500 electric,"Kassettenmarkise (Wand), motorisiert",Van/Wohnmobil,SE,600.0,275.0,41.0,2699.0,wand,False,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Wandmontage, 3 Gelenkarme",https://www.dometic.com/de-de/outdoor,"Dometic-Katalog 2024, fritz-berger.de"
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,265.0,200.0,18.0,835.0,dach,True,W2,"Kompaktvan / Campingbus (4,9-5,4 m)","VW T5/T6/T6.1 (California), V-Klasse/Marco Polo, Ford Nugget","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,300.0,250.0,21.0,,dach,True,W3,"Kastenwagen kurz-mittel (5,4-6 m)","Ducato L2, Jumper/Boxer L2, Crafter/TGE kurz","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,325.0,250.0,22.0,,dach,True,W3,"Kastenwagen kurz-mittel (5,4-6 m)","Ducato L2, Jumper/Boxer L2, Crafter/TGE kurz","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,350.0,250.0,24.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,375.0,250.0,27.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,400.0,250.0,28.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2000,"Kassettenmarkise (Dach), leicht",Van/Wohnmobil,SE,450.0,250.0,31.0,,dach,True,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Teleskopkurbel),Dachmontage (u.a. Ducato H2),https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 835-1300 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,350.0,275.0,34.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,375.0,275.0,35.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,400.0,275.0,37.0,,dach,True,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,450.0,275.0,40.0,,dach,True,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,500.0,275.0,46.0,,dach,True,W5,Teil-/vollintegriertes Wohnmobil (7-8 m),"Hymer B-Klasse, Knaus Sky Ti, Dethleffs Trend","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,550.0,275.0,50.0,,dach,True,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,PerfectRoof PR 2500,"Kassettenmarkise (Dach), große Wohnmobile (ehem. Prostor 600)",Van/Wohnmobil,SE,600.0,275.0,54.0,,dach,True,W6,Großes Wohnmobil / Liner (ab 8 m),"Concorde, Morelo, lange Vollintegrierte","Dachmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",12V-Elektromotor mit Fernbedienung,"Dachmontage, 3 Scherenarme",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 1800-2900 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,200.0,145.0,7.3,,kederschiene,False,K1,"Kleine Wohnwagen bis ~4,5 m Aufbau","Eriba Touring, Hobby 400",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,240.0,185.0,8.9,,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,270.0,215.0,10.2,,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,310.0,250.0,11.4,,kederschiene,False,K2,"Wohnwagen ~4,5-5,5 m Aufbau","Hobby De Luxe 460, Fendt Bianco 465",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,350.0,250.0,12.9,,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,400.0,250.0,14.1,,kederschiene,False,K3,"Wohnwagen ~5,5-6,5 m Aufbau","Hobby 545/560, Knaus Südwind 500",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,REVO ZIP,Sackmarkise mit ZIP-Vorzeltoption,Wohnwagen,SE,450.0,250.0,15.9,,kederschiene,False,K4,"Wohnwagen ~6,5-7 m Aufbau","Hobby 650, Fendt Opal 560",Regel K: Länge nach Aufbaulänge/Umlaufmaß; gerades Schienenstück nötig (P7),manuell (Kurbel),"Kederschiene, ohne Bohren",https://www.dometic.com/de-de/outdoor,Dometic-Katalog 2024; DE ca. 500-950 EUR
Dometic,PerfectWall PW 1000 (Auslaufmodell),Kassettenmarkise (Wand) - nicht mehr im Katalog 2024,Van/Wohnmobil,SE,260.0,200.0,,,wand,False,W2,"Kompaktvan / Campingbus (4,9-5,4 m)","VW T5/T6/T6.1 (California), V-Klasse/Marco Polo, Ford Nugget","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),Wandmontage,https://www.dometic.com/de-de/outdoor,Restbestände im Handel
Dometic,PerfectWall PW 1000 (Auslaufmodell),Kassettenmarkise (Wand) - nicht mehr im Katalog 2024,Van/Wohnmobil,SE,300.0,250.0,,,wand,False,W3,"Kastenwagen kurz-mittel (5,4-6 m)","Ducato L2, Jumper/Boxer L2, Crafter/TGE kurz","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),Wandmontage,https://www.dometic.com/de-de/outdoor,Restbestände im Handel
Dometic,PerfectWall PW 1000 (Auslaufmodell),Kassettenmarkise (Wand) - nicht mehr im Katalog 2024,Van/Wohnmobil,SE,350.0,250.0,,,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),Wandmontage,https://www.dometic.com/de-de/outdoor,Restbestände im Handel
Dometic,PerfectWall PW 1000 (Auslaufmodell),Kassettenmarkise (Wand) - nicht mehr im Katalog 2024,Van/Wohnmobil,SE,400.0,250.0,,,wand,False,W4,Kastenwagen lang / teilintegriertes Wohnmobil (6-7 m),"Ducato L3/L4 (Pössl, Boxstar), Sprinter/Crafter lang","Wandmontage; Regel W: Markisenlänge = nutzbare Wandlänge (P1, P6)",manuell (Kurbel),Wandmontage,https://www.dometic.com/de-de/outdoor,Restbestände im Handel
